city,precinct,office,district,party,candidate,votes
Shaw-Topeka,Ward 13 Precinct 12,Congress 2,CD2,D,Margie Wakefield,182
Shaw-Topeka,Ward 13 Precinct 21,Congress 2,CD2,D,Margie Wakefield,36
Shaw-Topeka,Ward 13 Precinct 22,Congress 2,CD2,D,Margie Wakefield,23
Shaw-Topeka,Ward 13 Precinct 30,Congress 2,CD2,D,Margie Wakefield,52
Shaw-Topeka,Ward 14 Precinct 1,Congress 2,CD2,D,Margie Wakefield,241
Shaw-Topeka,Ward 14 Precinct 2,Congress 2,CD2,D,Margie Wakefield,208
Shaw-Topeka,Ward 14 Precinct 3,Congress 2,CD2,D,Margie Wakefield,108
Shaw-Topeka,Ward 14 Precinct 4,Congress 2,CD2,D,Margie Wakefield,208
Shaw-Topeka,Ward 14 Precinct 5,Congress 2,CD2,D,Margie Wakefield,95
Shaw-Topeka,Ward 15 Precinct 1,Congress 2,CD2,D,Margie Wakefield,179
Shaw-Topeka,Ward 15 Precinct 2,Congress 2,CD2,D,Margie Wakefield,149
Shaw-Topeka,Ward 15 Precinct 3,Congress 2,CD2,D,Margie Wakefield,12
Shaw-Topeka,Ward 1 Precinct 1,Congress 2,CD2,L,Chris Clemmons,12
Shaw-Topeka,Ward 1 Precinct 2,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 1 Precinct 3,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 1 Precinct 4,Congress 2,CD2,L,Chris Clemmons,12
Shaw-Topeka,Ward 1 Precinct 5,Congress 2,CD2,L,Chris Clemmons,27
Shaw-Topeka,Ward 1 Precinct 6,Congress 2,CD2,L,Chris Clemmons,18
Shaw-Topeka,Ward 2 Precinct 1,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 2 Precinct 2,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 2 Precinct 3,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 2 Precinct 4,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 2 Precinct 5,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 2 Precinct 6,Congress 2,CD2,L,Chris Clemmons,17
Shaw-Topeka,Ward 2 Precinct 7,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 2 Precinct 8,Congress 2,CD2,L,Chris Clemmons,6
Shaw-Topeka,Ward 2 Precinct 9,Congress 2,CD2,L,Chris Clemmons,15
Shaw-Topeka,Ward 2 Precinct 10,Congress 2,CD2,L,Chris Clemmons,12
Shaw-Topeka,Ward 2 Precinct 11,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 3 Precinct 1,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 3 Precinct 2,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 3 Precinct 3,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 3 Precinct 4,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 3 Precinct 5,Congress 2,CD2,L,Chris Clemmons,4
Shaw-Topeka,Ward 3 Precinct 6,Congress 2,CD2,L,Chris Clemmons,4
Shaw-Topeka,Ward 3 Precinct 7,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 3 Precinct 8,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 3 Precinct 9,Congress 2,CD2,L,Chris Clemmons,6
Shaw-Topeka,Ward 3 Precinct 10,Congress 2,CD2,L,Chris Clemmons,0
Shaw-Topeka,Ward 4 Precinct 1,Congress 2,CD2,L,Chris Clemmons,18
Shaw-Topeka,Ward 4 Precinct 2,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 4 Precinct 3,Congress 2,CD2,L,Chris Clemmons,5
Shaw-Topeka,Ward 4 Precinct 4,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 4 Precinct 6,Congress 2,CD2,L,Chris Clemmons,12
Shaw-Topeka,Ward 4 Precinct 7,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 4 Precinct 8,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 4 Precinct 9,Congress 2,CD2,L,Chris Clemmons,4
Shaw-Topeka,Ward 4 Precinct 10,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 4 Precinct 11,Congress 2,CD2,L,Chris Clemmons,4
Shaw-Topeka,Ward 4 Precinct 12,Congress 2,CD2,L,Chris Clemmons,0
Shaw-Topeka,Ward 4 Precinct 15,Congress 2,CD2,L,Chris Clemmons,6
Shaw-Topeka,Ward 5 Precinct 1,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 5 Precinct 2,Congress 2,CD2,L,Chris Clemmons,17
Shaw-Topeka,Ward 5 Precinct 3,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 5 Precinct 4,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 5 Precinct 5,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 5 Precinct 6,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 5 Precinct 7,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 5 Precinct 8,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 5 Precinct 9,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 5 Precinct 10,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 5 Precinct 11,Congress 2,CD2,L,Chris Clemmons,20
Shaw-Topeka,Ward 5 Precinct 14,Congress 2,CD2,L,Chris Clemmons,6
Shaw-Topeka,Ward 5 Precinct 15,Congress 2,CD2,L,Chris Clemmons,0
Shaw-Topeka,Ward 5 Precinct 91,Congress 2,CD2,L,Chris Clemmons,2
Shaw-Topeka,Ward 6 Precinct 1,Congress 2,CD2,L,Chris Clemmons,6
Shaw-Topeka,Ward 6 Precinct 2,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 6 Precinct 3,Congress 2,CD2,L,Chris Clemmons,5
Shaw-Topeka,Ward 6 Precinct 4,Congress 2,CD2,L,Chris Clemmons,17
Shaw-Topeka,Ward 6 Precinct 5,Congress 2,CD2,L,Chris Clemmons,16
Shaw-Topeka,Ward 6 Precinct 6,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 6 Precinct 7,Congress 2,CD2,L,Chris Clemmons,3
Shaw-Topeka,Ward 6 Precinct 8,Congress 2,CD2,L,Chris Clemmons,5
Shaw-Topeka,Ward 6 Precinct 9,Congress 2,CD2,L,Chris Clemmons,31
Shaw-Topeka,Ward 7 Precinct 1,Congress 2,CD2,L,Chris Clemmons,25
Shaw-Topeka,Ward 7 Precinct 2,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 7 Precinct 3,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 7 Precinct 4,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 7 Precinct 5,Congress 2,CD2,L,Chris Clemmons,19
Shaw-Topeka,Ward 7 Precinct 6,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 7 Precinct 7,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 7 Precinct 9,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 7 Precinct 10,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 7 Precinct 11,Congress 2,CD2,L,Chris Clemmons,15
Shaw-Topeka,Ward 8 Precinct 1,Congress 2,CD2,L,Chris Clemmons,17
Shaw-Topeka,Ward 8 Precinct 2,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 8 Precinct 3,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 8 Precinct 4,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 8 Precinct 5,Congress 2,CD2,L,Chris Clemmons,15
Shaw-Topeka,Ward 8 Precinct 6,Congress 2,CD2,L,Chris Clemmons,5
Shaw-Topeka,Ward 8 Precinct 7,Congress 2,CD2,L,Chris Clemmons,10
Shaw-Topeka,Ward 8 Precinct 8,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 8 Precinct 9,Congress 2,CD2,L,Chris Clemmons,12
Shaw-Topeka,Ward 8 Precinct 10,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 8 Precinct 11,Congress 2,CD2,L,Chris Clemmons,15
Shaw-Topeka,Ward 9 Precinct 1,Congress 2,CD2,L,Chris Clemmons,4
Shaw-Topeka,Ward 9 Precinct 2,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 9 Precinct 3,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 9 Precinct 4,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 9 Precinct 5,Congress 2,CD2,L,Chris Clemmons,15
Shaw-Topeka,Ward 9 Precinct 6,Congress 2,CD2,L,Chris Clemmons,12
Shaw-Topeka,Ward 9 Precinct 8,Congress 2,CD2,L,Chris Clemmons,23
Shaw-Topeka,Ward 9 Precinct 9,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 9 Precinct 10,Congress 2,CD2,L,Chris Clemmons,29
Shaw-Topeka,Ward 9 Precinct 11,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 9 Precinct 12,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 10 Precinct 1,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 10 Precinct 2,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 10 Precinct 3,Congress 2,CD2,L,Chris Clemmons,25
Shaw-Topeka,Ward 10 Precinct 4,Congress 2,CD2,L,Chris Clemmons,19
Shaw-Topeka,Ward 10 Precinct 5,Congress 2,CD2,L,Chris Clemmons,15
Shaw-Topeka,Ward 10 Precinct 6,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 10 Precinct 7,Congress 2,CD2,L,Chris Clemmons,16
Shaw-Topeka,Ward 10 Precinct 8,Congress 2,CD2,L,Chris Clemmons,17
Shaw-Topeka,Ward 10 Precinct 9,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 10 Precinct 10,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 10 Precinct 11,Congress 2,CD2,L,Chris Clemmons,24
Shaw-Topeka,Ward 10 Precinct 14,Congress 2,CD2,L,Chris Clemmons,9
Shaw-Topeka,Ward 11 Precinct 1,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 11 Precinct 2,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 11 Precinct 3,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 11 Precinct 4,Congress 2,CD2,L,Chris Clemmons,19
Shaw-Topeka,Ward 11 Precinct 5,Congress 2,CD2,L,Chris Clemmons,22
Shaw-Topeka,Ward 11 Precinct 6,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 11 Precinct 7,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 11 Precinct 8,Congress 2,CD2,L,Chris Clemmons,16
Shaw-Topeka,Ward 11 Precinct 9,Congress 2,CD2,L,Chris Clemmons,23
Shaw-Topeka,Ward 11 Precinct 10,Congress 2,CD2,L,Chris Clemmons,6
Shaw-Topeka,Ward 12 Precinct 1,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 12 Precinct 2,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 12 Precinct 3,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 12 Precinct 4,Congress 2,CD2,L,Chris Clemmons,18
Shaw-Topeka,Ward 12 Precinct 5,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 12 Precinct 6,Congress 2,CD2,L,Chris Clemmons,17
Shaw-Topeka,Ward 12 Precinct 7,Congress 2,CD2,L,Chris Clemmons,21
Shaw-Topeka,Ward 12 Precinct 8,Congress 2,CD2,L,Chris Clemmons,21
Shaw-Topeka,Ward 12 Precinct 9,Congress 2,CD2,L,Chris Clemmons,27
Shaw-Topeka,Ward 12 Precinct 11,Congress 2,CD2,L,Chris Clemmons,21
Shaw-Topeka,Ward 12 Precinct 13,Congress 2,CD2,L,Chris Clemmons,13
Shaw-Topeka,Ward 12 Precinct 14,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 12 Precinct 15,Congress 2,CD2,L,Chris Clemmons,22
Shaw-Topeka,Ward 12 Precinct 16,Congress 2,CD2,L,Chris Clemmons,21
Shaw-Topeka,Ward 12 Precinct 19,Congress 2,CD2,L,Chris Clemmons,2
Shaw-Topeka,Ward 12 Precinct 20,Congress 2,CD2,L,Chris Clemmons,22
Shaw-Topeka,Ward 12 Precinct 31,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 13 Precinct 2,Congress 2,CD2,L,Chris Clemmons,8
Shaw-Topeka,Ward 13 Precinct 5,Congress 2,CD2,L,Chris Clemmons,0
Shaw-Topeka,Ward 13 Precinct 6,Congress 2,CD2,L,Chris Clemmons,1
Shaw-Topeka,Ward 13 Precinct 9,Congress 2,CD2,L,Chris Clemmons,3
Shaw-Topeka,Ward 13 Precinct 12,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 13 Precinct 21,Congress 2,CD2,L,Chris Clemmons,4
Shaw-Topeka,Ward 13 Precinct 22,Congress 2,CD2,L,Chris Clemmons,1
Shaw-Topeka,Ward 13 Precinct 30,Congress 2,CD2,L,Chris Clemmons,6
Shaw-Topeka,Ward 14 Precinct 1,Congress 2,CD2,L,Chris Clemmons,22
Shaw-Topeka,Ward 14 Precinct 2,Congress 2,CD2,L,Chris Clemmons,20
Shaw-Topeka,Ward 14 Precinct 3,Congress 2,CD2,L,Chris Clemmons,11
Shaw-Topeka,Ward 14 Precinct 4,Congress 2,CD2,L,Chris Clemmons,14
Shaw-Topeka,Ward 14 Precinct 5,Congress 2,CD2,L,Chris Clemmons,7
Shaw-Topeka,Ward 15 Precinct 1,Congress 2,CD2,L,Chris Clemmons,22
Shaw-Topeka,Ward 15 Precinct 2,Congress 2,CD2,L,Chris Clemmons,18
Shaw-Topeka,Ward 15 Precinct 3,Congress 2,CD2,L,Chris Clemmons,1
Shaw-Topeka,Ward 1 Precinct 1,Governor,,R,Sam Brownback,45
Shaw-Topeka,Ward 1 Precinct 2,Governor,,R,Sam Brownback,55
Shaw-Topeka,Ward 1 Precinct 3,Governor,,R,Sam Brownback,50
Shaw-Topeka,Ward 1 Precinct 4,Governor,,R,Sam Brownback,81
Shaw-Topeka,Ward 1 Precinct 5,Governor,,R,Sam Brownback,140
Shaw-Topeka,Ward 1 Precinct 6,Governor,,R,Sam Brownback,207
Shaw-Topeka,Ward 2 Precinct 1,Governor,,R,Sam Brownback,76
Shaw-Topeka,Ward 2 Precinct 2,Governor,,R,Sam Brownback,69
Shaw-Topeka,Ward 2 Precinct 3,Governor,,R,Sam Brownback,67
Shaw-Topeka,Ward 2 Precinct 4,Governor,,R,Sam Brownback,50
Shaw-Topeka,Ward 2 Precinct 5,Governor,,R,Sam Brownback,45
Shaw-Topeka,Ward 2 Precinct 6,Governor,,R,Sam Brownback,41
Shaw-Topeka,Ward 2 Precinct 7,Governor,,R,Sam Brownback,15
Shaw-Topeka,Ward 2 Precinct 8,Governor,,R,Sam Brownback,9
Shaw-Topeka,Ward 2 Precinct 9,Governor,,R,Sam Brownback,68
Shaw-Topeka,Ward 2 Precinct 10,Governor,,R,Sam Brownback,55
Shaw-Topeka,Ward 2 Precinct 11,Governor,,R,Sam Brownback,44
Shaw-Topeka,Ward 3 Precinct 1,Governor,,R,Sam Brownback,64
Shaw-Topeka,Ward 3 Precinct 2,Governor,,R,Sam Brownback,63
Shaw-Topeka,Ward 3 Precinct 3,Governor,,R,Sam Brownback,29
Shaw-Topeka,Ward 3 Precinct 4,Governor,,R,Sam Brownback,50
Shaw-Topeka,Ward 3 Precinct 5,Governor,,R,Sam Brownback,26
Shaw-Topeka,Ward 3 Precinct 6,Governor,,R,Sam Brownback,44
Shaw-Topeka,Ward 3 Precinct 7,Governor,,R,Sam Brownback,42
Shaw-Topeka,Ward 3 Precinct 8,Governor,,R,Sam Brownback,66
Shaw-Topeka,Ward 3 Precinct 9,Governor,,R,Sam Brownback,53
Shaw-Topeka,Ward 3 Precinct 10,Governor,,R,Sam Brownback,3
Shaw-Topeka,Ward 4 Precinct 1,Governor,,R,Sam Brownback,27
Shaw-Topeka,Ward 4 Precinct 2,Governor,,R,Sam Brownback,28
Shaw-Topeka,Ward 4 Precinct 3,Governor,,R,Sam Brownback,21
Shaw-Topeka,Ward 4 Precinct 4,Governor,,R,Sam Brownback,29
Shaw-Topeka,Ward 4 Precinct 6,Governor,,R,Sam Brownback,96
Shaw-Topeka,Ward 4 Precinct 7,Governor,,R,Sam Brownback,23
Shaw-Topeka,Ward 4 Precinct 8,Governor,,R,Sam Brownback,45
Shaw-Topeka,Ward 4 Precinct 9,Governor,,R,Sam Brownback,40
Shaw-Topeka,Ward 4 Precinct 10,Governor,,R,Sam Brownback,52
Shaw-Topeka,Ward 4 Precinct 11,Governor,,R,Sam Brownback,36
Shaw-Topeka,Ward 4 Precinct 12,Governor,,R,Sam Brownback,0
Shaw-Topeka,Ward 4 Precinct 15,Governor,,R,Sam Brownback,51
Shaw-Topeka,Ward 5 Precinct 1,Governor,,R,Sam Brownback,34
Shaw-Topeka,Ward 5 Precinct 2,Governor,,R,Sam Brownback,34
Shaw-Topeka,Ward 5 Precinct 3,Governor,,R,Sam Brownback,64
Shaw-Topeka,Ward 5 Precinct 4,Governor,,R,Sam Brownback,49
Shaw-Topeka,Ward 5 Precinct 5,Governor,,R,Sam Brownback,51
Shaw-Topeka,Ward 5 Precinct 6,Governor,,R,Sam Brownback,33
Shaw-Topeka,Ward 5 Precinct 7,Governor,,R,Sam Brownback,48
Shaw-Topeka,Ward 5 Precinct 8,Governor,,R,Sam Brownback,47
Shaw-Topeka,Ward 5 Precinct 9,Governor,,R,Sam Brownback,123
Shaw-Topeka,Ward 5 Precinct 10,Governor,,R,Sam Brownback,162
Shaw-Topeka,Ward 5 Precinct 11,Governor,,R,Sam Brownback,113
Shaw-Topeka,Ward 5 Precinct 14,Governor,,R,Sam Brownback,104
Shaw-Topeka,Ward 5 Precinct 15,Governor,,R,Sam Brownback,20
Shaw-Topeka,Ward 5 Precinct 91,Governor,,R,Sam Brownback,33
Shaw-Topeka,Ward 6 Precinct 1,Governor,,R,Sam Brownback,30
Shaw-Topeka,Ward 6 Precinct 2,Governor,,R,Sam Brownback,27
Shaw-Topeka,Ward 6 Precinct 3,Governor,,R,Sam Brownback,153
Shaw-Topeka,Ward 6 Precinct 4,Governor,,R,Sam Brownback,60
Shaw-Topeka,Ward 6 Precinct 5,Governor,,R,Sam Brownback,104
Shaw-Topeka,Ward 6 Precinct 6,Governor,,R,Sam Brownback,46
Shaw-Topeka,Ward 6 Precinct 7,Governor,,R,Sam Brownback,38
Shaw-Topeka,Ward 6 Precinct 8,Governor,,R,Sam Brownback,58
Shaw-Topeka,Ward 6 Precinct 9,Governor,,R,Sam Brownback,232
Shaw-Topeka,Ward 7 Precinct 1,Governor,,R,Sam Brownback,83
Shaw-Topeka,Ward 7 Precinct 2,Governor,,R,Sam Brownback,64
Shaw-Topeka,Ward 7 Precinct 3,Governor,,R,Sam Brownback,79
Shaw-Topeka,Ward 7 Precinct 4,Governor,,R,Sam Brownback,106
Shaw-Topeka,Ward 7 Precinct 5,Governor,,R,Sam Brownback,93
Shaw-Topeka,Ward 7 Precinct 6,Governor,,R,Sam Brownback,70
Shaw-Topeka,Ward 7 Precinct 7,Governor,,R,Sam Brownback,54
Shaw-Topeka,Ward 7 Precinct 9,Governor,,R,Sam Brownback,73
Shaw-Topeka,Ward 7 Precinct 10,Governor,,R,Sam Brownback,58
Shaw-Topeka,Ward 7 Precinct 11,Governor,,R,Sam Brownback,116
Shaw-Topeka,Ward 8 Precinct 1,Governor,,R,Sam Brownback,44
Shaw-Topeka,Ward 8 Precinct 2,Governor,,R,Sam Brownback,57
Shaw-Topeka,Ward 8 Precinct 3,Governor,,R,Sam Brownback,87
Shaw-Topeka,Ward 8 Precinct 4,Governor,,R,Sam Brownback,86
Shaw-Topeka,Ward 8 Precinct 5,Governor,,R,Sam Brownback,159
Shaw-Topeka,Ward 8 Precinct 6,Governor,,R,Sam Brownback,107
Shaw-Topeka,Ward 8 Precinct 7,Governor,,R,Sam Brownback,55
Shaw-Topeka,Ward 8 Precinct 8,Governor,,R,Sam Brownback,61
Shaw-Topeka,Ward 8 Precinct 9,Governor,,R,Sam Brownback,114
Shaw-Topeka,Ward 8 Precinct 10,Governor,,R,Sam Brownback,131
Shaw-Topeka,Ward 8 Precinct 11,Governor,,R,Sam Brownback,118
Shaw-Topeka,Ward 9 Precinct 1,Governor,,R,Sam Brownback,17
Shaw-Topeka,Ward 9 Precinct 2,Governor,,R,Sam Brownback,59
Shaw-Topeka,Ward 9 Precinct 3,Governor,,R,Sam Brownback,154
Shaw-Topeka,Ward 9 Precinct 4,Governor,,R,Sam Brownback,106
Shaw-Topeka,Ward 9 Precinct 5,Governor,,R,Sam Brownback,74
Shaw-Topeka,Ward 9 Precinct 6,Governor,,R,Sam Brownback,105
Shaw-Topeka,Ward 9 Precinct 8,Governor,,R,Sam Brownback,123
Shaw-Topeka,Ward 9 Precinct 9,Governor,,R,Sam Brownback,95
Shaw-Topeka,Ward 9 Precinct 10,Governor,,R,Sam Brownback,167
Shaw-Topeka,Ward 9 Precinct 11,Governor,,R,Sam Brownback,95
Shaw-Topeka,Ward 9 Precinct 12,Governor,,R,Sam Brownback,44
Shaw-Topeka,Ward 10 Precinct 1,Governor,,R,Sam Brownback,94
Shaw-Topeka,Ward 10 Precinct 2,Governor,,R,Sam Brownback,169
Shaw-Topeka,Ward 10 Precinct 3,Governor,,R,Sam Brownback,201
Shaw-Topeka,Ward 10 Precinct 4,Governor,,R,Sam Brownback,121
Shaw-Topeka,Ward 10 Precinct 5,Governor,,R,Sam Brownback,83
Shaw-Topeka,Ward 10 Precinct 6,Governor,,R,Sam Brownback,111
Shaw-Topeka,Ward 10 Precinct 7,Governor,,R,Sam Brownback,94
Shaw-Topeka,Ward 10 Precinct 8,Governor,,R,Sam Brownback,75
Shaw-Topeka,Ward 10 Precinct 9,Governor,,R,Sam Brownback,69
Shaw-Topeka,Ward 10 Precinct 10,Governor,,R,Sam Brownback,102
Shaw-Topeka,Ward 10 Precinct 11,Governor,,R,Sam Brownback,160
Shaw-Topeka,Ward 10 Precinct 14,Governor,,R,Sam Brownback,100
Shaw-Topeka,Ward 11 Precinct 1,Governor,,R,Sam Brownback,81
Shaw-Topeka,Ward 11 Precinct 2,Governor,,R,Sam Brownback,103
Shaw-Topeka,Ward 11 Precinct 3,Governor,,R,Sam Brownback,69
Shaw-Topeka,Ward 11 Precinct 4,Governor,,R,Sam Brownback,135
Shaw-Topeka,Ward 11 Precinct 5,Governor,,R,Sam Brownback,89
Shaw-Topeka,Ward 11 Precinct 6,Governor,,R,Sam Brownback,97
Shaw-Topeka,Ward 11 Precinct 7,Governor,,R,Sam Brownback,103
Shaw-Topeka,Ward 11 Precinct 8,Governor,,R,Sam Brownback,96
Shaw-Topeka,Ward 11 Precinct 9,Governor,,R,Sam Brownback,107
Shaw-Topeka,Ward 11 Precinct 10,Governor,,R,Sam Brownback,67
Shaw-Topeka,Ward 12 Precinct 1,Governor,,R,Sam Brownback,83
Shaw-Topeka,Ward 12 Precinct 2,Governor,,R,Sam Brownback,53
Shaw-Topeka,Ward 12 Precinct 3,Governor,,R,Sam Brownback,128
Shaw-Topeka,Ward 12 Precinct 4,Governor,,R,Sam Brownback,188
Shaw-Topeka,Ward 12 Precinct 5,Governor,,R,Sam Brownback,173
Shaw-Topeka,Ward 12 Precinct 6,Governor,,R,Sam Brownback,146
Shaw-Topeka,Ward 12 Precinct 7,Governor,,R,Sam Brownback,146
Shaw-Topeka,Ward 12 Precinct 8,Governor,,R,Sam Brownback,145
Shaw-Topeka,Ward 12 Precinct 9,Governor,,R,Sam Brownback,235
Shaw-Topeka,Ward 12 Precinct 11,Governor,,R,Sam Brownback,262
Shaw-Topeka,Ward 12 Precinct 13,Governor,,R,Sam Brownback,199
Shaw-Topeka,Ward 12 Precinct 14,Governor,,R,Sam Brownback,142
Shaw-Topeka,Ward 12 Precinct 15,Governor,,R,Sam Brownback,241
Shaw-Topeka,Ward 12 Precinct 16,Governor,,R,Sam Brownback,217
Shaw-Topeka,Ward 12 Precinct 19,Governor,,R,Sam Brownback,50
Shaw-Topeka,Ward 12 Precinct 20,Governor,,R,Sam Brownback,176
Shaw-Topeka,Ward 12 Precinct 31,Governor,,R,Sam Brownback,122
Shaw-Topeka,Ward 13 Precinct 2,Governor,,R,Sam Brownback,30
Shaw-Topeka,Ward 13 Precinct 5,Governor,,R,Sam Brownback,11
Shaw-Topeka,Ward 13 Precinct 6,Governor,,R,Sam Brownback,75
Shaw-Topeka,Ward 13 Precinct 9,Governor,,R,Sam Brownback,49
Shaw-Topeka,Ward 13 Precinct 12,Governor,,R,Sam Brownback,257
Shaw-Topeka,Ward 13 Precinct 21,Governor,,R,Sam Brownback,22
Shaw-Topeka,Ward 13 Precinct 22,Governor,,R,Sam Brownback,28
Shaw-Topeka,Ward 13 Precinct 30,Governor,,R,Sam Brownback,45
Shaw-Topeka,Ward 14 Precinct 1,Governor,,R,Sam Brownback,216
Shaw-Topeka,Ward 14 Precinct 2,Governor,,R,Sam Brownback,174
Shaw-Topeka,Ward 14 Precinct 3,Governor,,R,Sam Brownback,142
Shaw-Topeka,Ward 14 Precinct 4,Governor,,R,Sam Brownback,314
Shaw-Topeka,Ward 14 Precinct 5,Governor,,R,Sam Brownback,191
Shaw-Topeka,Ward 15 Precinct 1,Governor,,R,Sam Brownback,155
Shaw-Topeka,Ward 15 Precinct 2,Governor,,R,Sam Brownback,93
Shaw-Topeka,Ward 15 Precinct 3,Governor,,R,Sam Brownback,10
Shaw-Topeka,Ward 1 Precinct 1,Governor,,D,Paul Davis,114
Shaw-Topeka,Ward 1 Precinct 2,Governor,,D,Paul Davis,149
Shaw-Topeka,Ward 1 Precinct 3,Governor,,D,Paul Davis,117
Shaw-Topeka,Ward 1 Precinct 4,Governor,,D,Paul Davis,152
Shaw-Topeka,Ward 1 Precinct 5,Governor,,D,Paul Davis,200
Shaw-Topeka,Ward 1 Precinct 6,Governor,,D,Paul Davis,238
Shaw-Topeka,Ward 2 Precinct 1,Governor,,D,Paul Davis,148
Shaw-Topeka,Ward 2 Precinct 2,Governor,,D,Paul Davis,125
Shaw-Topeka,Ward 2 Precinct 3,Governor,,D,Paul Davis,140
Shaw-Topeka,Ward 2 Precinct 4,Governor,,D,Paul Davis,131
Shaw-Topeka,Ward 2 Precinct 5,Governor,,D,Paul Davis,145
Shaw-Topeka,Ward 2 Precinct 6,Governor,,D,Paul Davis,104
Shaw-Topeka,Ward 2 Precinct 7,Governor,,D,Paul Davis,70
Shaw-Topeka,Ward 2 Precinct 8,Governor,,D,Paul Davis,87
Shaw-Topeka,Ward 2 Precinct 9,Governor,,D,Paul Davis,172
